administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,administrative_area_level_4,country,establishment,floor,hospital,lat,lng,locality,location_type,neighborhood,political,postal_code,postal_code_suffix,premise,route,street_number,subpremise
São Paulo,Marília,,,Brazil,,,MATERNIDADE GOTA DE LEITE,-22.2141721,-49.9471212,,ROOFTOP,,Palmital,17509-001,,,Avenida Nelson Spielmann,631,
,,,,,,,ANEXO PSIQUIATRICO IRMA VALENTINA,,,,,,,,,,,,
São Paulo,Itapecerica da Serra,,,Brazil,,,MATERNIDADE MUNICIPAL ZORAIDE EVA DAS DORES,-23.7108242,-46.8486123,,ROOFTOP,,Jardim Tereza Maria,06850-670,,,Rua Carlos Domingues Tantico,77,
São Paulo,Mairiporã,,,Brazil,,,HOSPITAL E MATERNIDADE MAIRIPORA,-23.3207617,-46.590189,,ROOFTOP,,Centro,07600-000,,,Rua Ipiranga,280,
São Paulo,Joanópolis,,,Brazil,,,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,-22.9303638,-46.2728686,,ROOFTOP,,Centro,12980-000,,,Rua Francisco Wohlers,57,
São Paulo,Piracicaba,,,Brazil,,,HOSPITAL DOS FORNECEDORES DE CANA DE PIRACICABA,-22.7122423,-47.6579133,,ROOFTOP,,Vila Rezende,13405-233,,,Avenida Barão de Valença,716,
São Paulo,Limeira,,,Brazil,,,SOCIEDADE OPERARIA HUMANITARIA LIMEIRA,-22.5593846,-47.4199908,,ROOFTOP,,Jardim Nova Italia,13484-400,,,Avenida Doná Antônia Valverde Cruãnes,70,
São Paulo,Lorena,,,Brazil,,,IRMANDADE DA SANTA CASA DE MISERICORDIA LORENA,-22.734403,-45.120102,,ROOFTOP,,Centro,12600-100,,,Rua Dom Bôsco,562,
São Paulo,Campo Limpo Paulista,,,Brazil,,,HOSPITAL DE CLINICAS CAMPO LIMPO PAULISTA,-23.2091054,-46.7725541,,ROOFTOP,,Jardim Europa,13232-020,,,Avenida Alfried Krupp,1200,
São Paulo,Peruíbe,,,Brazil,,,UNIDADE HOSPITALAR DE PERUIBE,-24.3205088,-46.99731329999999,,ROOFTOP,,Centro,11750-000,,,Rua Professora Rosa Emília Neves Costa,130,
São Paulo,Votorantim,,,Brazil,,,HOSPITAL MUNICIPAL DE VOTORANTIM,-23.5446067,-47.4497292,,ROOFTOP,,Centro,18110-020,,,Rua João Valter,181,
São Paulo,Bananal,,,Brazil,,,UNIDADE MISTA DE SAUDE MONS CID FRANCA SANTOS,-22.6812937,-44.3198461,,ROOFTOP,,Centro,12850-000,,,Avenida Bom Jesus,134,
São Paulo,Hortolândia,,,Brazil,,,HOSPITAL E MATERNIDADE MUNICIPAL GOVERNADOR MARIO COVAS,-22.8852046,-47.195133,,ROOFTOP,,Jardim Mirante de Sumare,13187,,Hospital e Maternidade Municipal Governador Mario Covas,,,
São Paulo,Itanhaém,,,Brazil,,,HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM,-24.1807027,-46.7836782,,ROOFTOP,,Centro,11740-000,,,Avenida Rui Barbosa,541,
São Paulo,Mogi Mirim,,,Brazil,,,IRMANDADE DA STA CASA DE MISERICORD DE MOGI MIRIM MOGI MIRIM,-22.4378487,-46.9594044,,ROOFTOP,,Centro,13800-200,,,Rua Maestro Azevedo,124,
São Paulo,Novo Horizonte,,,Brazil,,,SANTA CASA DE NOVO HORIZONTE,-21.4661759,-49.2267674,,ROOFTOP,,centro,14960-000,,,Rua Vinte e Oito de Outubro,1202,
São Paulo,São Paulo,,,Brazil,,,INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA IDPC SAO PAULO,-23.5848389,-46.6517907,,ROOFTOP,,Vila Mariana,04012-909,,,Avenida Doutor Dante Pazzanese,500,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL INFANTIL CANDIDO FONTOURA SAO PAULO,-23.5519615,-46.5851953,,ROOFTOP,,Belenzinho,03173-010,,,Rua Siqueira Bueno,1757,
São Paulo,Miguelópolis,,,Brazil,,,SANTA CASA DE MIGUELOPOLIS,-20.1834394,-48.0285965,,GEOMETRIC_CENTER,,,14530-000,,,Rua José Jacobe Daur,,
,,,,,,,HOSP DE TRANSPLANT DO EST DE SP EURYCLIDES DE JESUS ZERBINI,,,,,,,,,,,,
Madeira,,,,Portugal,,,CASA DE SAUDE DE SAO JOAO DE DEUS,32.6766211,-16.9463826,Funchal,GEOMETRIC_CENTER,,,9020-126,,,Caminho do Trapiche,,
São Paulo,Catanduva,,,Brazil,,,HOSPITAL PADRE ALBINO CATANDUVA,-21.1411843,-48.9760752,,ROOFTOP,,Centro,15800-280,,,Rua Belém,519,
São Paulo,Catanduva,,,Brazil,,,HOSP ESCOLA EMILIO CARLOS CATANDUVA,-21.1493794,-48.9587018,,ROOFTOP,,Parque Iracema,15809-144,,,Rua dos Estudantes,225,
São Paulo,Itapecerica da Serra,,,Brazil,,,HOSPITAL SANTA MONICA ITAPECERICA DA SERRA,-23.6954646,-46.8140004,,ROOFTOP,,Jardim Campestre,06863-210,,,Estrada Santa Mônica,864,
São Paulo,Pitangueiras,,,Brazil,,,SANTA CASA DE PITANGUEIRAS,-21.0133781,-48.2155721,,ROOFTOP,,Jardim Brasilia,14750-000,,,Rua Iguaçu,510,
,,,,,,,ASSOC CRUZ VERDE,,,,,,,,,,,,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL SEPACO,-23.595213,-46.6275843,,ROOFTOP,,Vila Mariana,04102-900,,,Rua Vergueiro,4210,
,,,,,,,CASA DE SAUDE NSRA DO CAMINHO,,,,,,,,,,,,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL GRAACC INSTITUTO DE ONCOLOGIA PEDIATRICA IOP,-23.5980752,-46.64251549999999,,ROOFTOP,,Vila Clementino,04023-062,,,Rua Botucatu,743,
São Paulo,São Paulo,,,Brazil,,,HOSP NIPO BRASILEIRO,-23.5076137,-46.5689947,,ROOFTOP,,Parque Novo Mundo,02189-000,,,Rua Pistóia,100,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DO RIM E HIPERTENSAO,-23.596512,-46.6458473,,ROOFTOP,,Vila Clementino,04038-002,,,Rua Borges Lagoa,960,
São Paulo,Américo Brasiliense,,,Brazil,,,UNIDADE HOSPITALAR DR JOSE NIGRO NETO AMERICO BRASILIENSE,-21.7258065,-48.10586550000001,,ROOFTOP,,,14820-000,,,Avenida Teresa Marsilli,311,
São Paulo,Barretos,,,Brazil,,,FUNDACAO PIO XII BARRETOS,-20.5818193,-48.5688292,,ROOFTOP,,Doutor Paulo Prata,14784-400,,,Rua Antenor Duarte Viléla,1331,
São Paulo,Botucatu,,,Brazil,,,CAIS CANTIDIO DE MOURA CAMPOS BOTUCATU,-22.9281972,-48.4614014,,ROOFTOP,,Jardim Aeroporto,18606-851,,,Avenida José Ítalo Bacchi,S/N,
São Paulo,Cerqueira César,,,Brazil,,,SANTA CASA DE CERQUEIRA CESAR,-23.0393505,-49.1617926,,ROOFTOP,,Vila Angelica,18760-000,,,Rua Major Artur Esteves,700,
State of São Paulo,Colômbia,,,Brazil,,,HOSPITAL MUNICIPAL JULIO RODRIGUES DE PAULA COLOMBIA,-20.174512,-48.688955,,GEOMETRIC_CENTER,,,14795-000,,,,,
São Paulo,Igaratá,,,Brazil,,,UNIDADE MISTA DE SAUDE ANTONIA RAMOS PRIANTI,-23.2064582,-46.15521400000001,,ROOFTOP,,Centro,12350-000,,,Avenida Benedito Rodrigues de Freitas,300,
São Paulo,Itaberá,,,Brazil,,,SANTA CASA ITABERA,-23.8645053,-49.1377145,,ROOFTOP,,Jardim Espanha,18440-000,,,Rua Vinte e Três de Maio,385,
São Paulo,Matão,,,Brazil,,,HOSPITAL CARLOS FERNANDO MALZONI MATAO,-21.6051156,-48.368058,,ROOFTOP,,Centro,15990-840,,,Avenida Sete de Setembro,750,
State of São Paulo,Paranapanema,,,Brazil,,,HOSPITAL SAO JOSE PARANAPANEMA,-23.4349662,-48.8734692,,GEOMETRIC_CENTER,,Portal,18720-000,,,,,
São Paulo,Santa Rita do Passa Quatro,,,Brazil,,,SANTA CASA SANTA RITA DO PASSA QUATRO,-21.711149,-47.4800616,,ROOFTOP,,Centro,13670-000,,,Rua Inácio Ribeiro,279,
São Paulo,Santa Rita do Passa Quatro,,,Brazil,,,CAIS CENTRO ATENCAO INTEGRAL SAUDE SANTA RITA PASSA QUATRO,-21.7155,-47.4932666,,ROOFTOP,,Centro,13670-000,,,Avenida Padre Pio Corso,1523,
São Paulo,São José do Rio Preto,,,Brazil,,,H O REDENTORA HOSPITAL DE OLHOS,-20.8173274,-49.3857347,,ROOFTOP,,Centro,15015-200,,,Rua Voluntários de São Paulo,3855,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL REGIONAL SUL SAO PAULO,-23.6554751,-46.7059168,,ROOFTOP,,Santo Amaro,04744-000,,,Rua General Roberto Alves de Carvalho Filho,270,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL VITAL BRAZIL SAO PAULO,-23.5651288,-46.71970470000001,,ROOFTOP,,Butantã,05503-900,,,Avenida Vital Brasil,1500,
São Paulo,São Paulo,,,Brazil,,,HOSP NSRA DO PARI,-23.5318333,-46.6211578,,ROOFTOP,,Pari,03031-040,,,Rua Hannemann,234,
São Paulo,São Paulo,,,Brazil,,,AME MARIA ZELIA AMB MED ESPECIALIDADES MARIA ZELIA,-23.5311908,-46.5995728,,ROOFTOP,,Belenzinho,03021-040,,,Rua Jequitinhonha,368,
São Paulo,São Paulo,,,Brazil,,,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,-23.5628298,-46.5908999,,ROOFTOP,,Alto da Mooca,03303-000,,,Rua Pascoal Moreira,450,
São Paulo,São Paulo,,,Brazil,,,CENTRO DE OFTALMOLOGIA TADEU CVINTAL,-23.5709832,-46.6456246,,ROOFTOP,,Bela Vista,01311-000,,,Avenida Paulista,91,5º andar
São Paulo,São Paulo,,,Brazil,,,HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO,-23.6107551,-46.4929158,,ROOFTOP,,Vila Sapopemba,03975-130,,,Rua Manuel França dos Santos,174,
New York,New York County,,,United States,,10,CLINICA CHARCOT,40.74294159999999,-73.9838887,New York,ROOFTOP,,Manhattan,10016,,,"Park Ave S,",401,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL DIA DA REDE HORA CERTA M BOI MIRIM I,-23.6663751,-46.7363112,,ROOFTOP,,Jardim Santa Josefina,05819-080,,,Rua Philippe de Vitry,280,
State of São Paulo,São Paulo,,,Brazil,,,COMPLEXO DE SAUDE DR WLADIMIR ARRUDA,-23.7307628,-46.713319,,GEOMETRIC_CENTER,,Jardim das Imbuias,04829-310,,,,,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO,-23.4856232,-46.6952231,,ROOFTOP,,Jardim Iracema,02802-120,,,Avenida Ministro Petrônio Portela,1800,
Tamaulipas,,,,Mexico,,,HOSP VERA CRUZ,26.0828986,-98.280171,Reynosa,ROOFTOP,,Rodríguez,88630,,,Veracruz,542,
,,,,,,,HOSP PS COMUNITARIO V IOLANDA,,,,,,,,,,,,
São Paulo,Viradouro,,,Brazil,,,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO VIRADOURO,-20.8747691,-48.2990249,,GEOMETRIC_CENTER,,,14740-000,,,Rua do Hospital,,
São Paulo,Franco da Rocha,,,Brazil,,,HOSPITAL DE CLINICAS DE FRANCO DA ROCHA FRANCO DA ROCHA,-23.3340354,-46.7280101,,ROOFTOP,,Centro,07850-320,,,Avenida dos Coqueiros,300,
São Paulo,Itu,,,Brazil,,,SANTA CASA DE ITU,-23.2704814,-47.2952924,,ROOFTOP,,Centro,13300-025,,,Rua Joaquim Bernardes Borges,372,
São Paulo,Ibaté,,,Brazil,,,HOSPITAL MUNICIPAL IBATE,-21.956686,-47.995499,,ROOFTOP,,Bairro São Benedito,14815-000,,,Rua Floriano Peixoto,403,
São Paulo,Barretos,,,Brazil,,,SANTA CASA DE BARRETOS,-20.5592972,-48.5738993,,ROOFTOP,,Centro,14780-320,,,Avenida Vinte e Três,1208,
São Paulo,Fartura,,,Brazil,,,SANTA CASA DE FARTURA,-23.3929437,-49.5119728,,ROOFTOP,,São Vicente,18870-000,,,Praca José Sebastião Oliveira,44,
São Paulo,Bastos,,,Brazil,,,HOSPITAL DE BASTOS,-21.9220387,-50.72994680000001,,ROOFTOP,,Centro,17690-000,,,Rua Professor Paulo Seizi Zakimi,55,
São Paulo,Eldorado,,,Brazil,,,PRONTO DE ATENDIMENTO ELDORADO S P,-24.4672235,-48.19955909999999,,ROOFTOP,,CENTRO,11960-000,,,PRACA ENGENHEIRO BAUER LEITE,56,
São Paulo,Juquiá,,,Brazil,,,HOSPITAL SANTO ANTONIO DE JUQUIA JUQUIA,-24.3212683,-47.6345224,,ROOFTOP,,Centro,11800-000,,,Rua Felipe Fernandes,108,
São Paulo,Jandira,,,Brazil,,,HOSPITAL MUNICIPAL DE JANDIRA,-23.536427,-46.9013782,,ROOFTOP,,Vila Anita Costa,06604-010,,,Avenida Alberto Ruffolo,312,
São Paulo,Itaí,,,Brazil,,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,-23.4200994,-49.0990078,,GEOMETRIC_CENTER,,Jardim Monte Alto,18730-000,,,,,
São Paulo,Fernandópolis,,,Brazil,,,SANTA CASA DE FERNANDOPOLIS,-20.2957086,-50.2471421,,ROOFTOP,,Jardim Santista,15601-012,,,Avenida Afonso Cafaro,2630,
São Paulo,Santa Fé do Sul,,,Brazil,,,SANTA CASA DE SANTA FE DO SUL,-20.2129717,-50.9297792,,ROOFTOP,,Centro,15775-000,,,Rua Três,1269,
São Paulo,Nhandeara,,,Brazil,,,INAMEX NHANDEARA,-20.6907919,-50.0497778,,ROOFTOP,,,15190-000,,,Rua Benedito Carlos dos Réis,10,
São Paulo,Nhandeara,,,Brazil,,,HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA,-20.6990579,-50.0353846,,ROOFTOP,,Vila Aparecia,15190-000,,,Rua Nossa Senhora das Graças,272,
São Paulo,Colina,,,Brazil,,,HOSPITAL JOSE VENANCIO,-20.7119167,-48.5391232,,ROOFTOP,,,14770-000,,,Pc Lamounier Andrade,126,
São Paulo,Cajamar,,,Brazil,,,HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA,-23.4117193,-46.8250973,,ROOFTOP,,Jardim Nova Cajamar,07793-665,,,Avenida Bento da Silva Bueno,202,
São Paulo,Jacareí,,,Brazil,,,SANTA CASA DE MISERICORDIA DE JACAREI,-23.3073785,-45.9703778,,ROOFTOP,,Centro,12327-270,,,Rua Antônio Afonso,119,
São Paulo,Mogi Guaçu,,,Brazil,,,SANTA CASA DE MOGI GUACU,-22.3645921,-46.9433382,,ROOFTOP,,Centro,13840-005,,,Rua Chico de Paula,608,
São Paulo,,,,Brazil,,,HOSPITAL MUNICIPAL DR TABAJARA RAMOS,-22.3679387,-46.9432454,,GEOMETRIC_CENTER,,,,,,,,
São Paulo,Potirendaba,,,Brazil,,,HOSPITAL ASSISTENCIAL MARIA CAVALOTTI NEVES POTIRENDABA,-21.0424305,-49.3766298,,ROOFTOP,,Vila Scarpelli,15105-000,,,Avenida Anna J. P. García,430,
São Paulo,Presidente Prudente,,,Brazil,,,HOSPITAL SAO JOAO PRESIDENTE PRUDENTE,-22.1071165,-51.3893779,,ROOFTOP,,Vila Maristela,19020-360,,,Rua Coronel Albino,838-912,
São Paulo,São José do Rio Preto,,,Brazil,,,HOSPITAL IELAR,-20.8131317,-49.3916979,,ROOFTOP,,Vila Nossa Senhora da Conceicao,15025-100,,,Rua Doutor Prisciliano Pinto,1811,
São Paulo,São José do Rio Preto,,,Brazil,,,HOSPITAL INFANTE D HENRIQUE,-20.8223579,-49.3903617,,ROOFTOP,,Vila Redentora,15015-750,,,Rua Luíz Vaz de Camões,3150,
São Paulo,São José do Rio Preto,,,Brazil,,,HOSPITAL BEZERRA DE MENEZES,-20.793446,-49.381121,,ROOFTOP,,Vila Esplanada,15010-100,,,Rua Major João Batista França,298,
São Paulo,São José do Rio Preto,,,Brazil,,,HORP HOSPITAL DO OLHO RIO PRETO,-20.8241275,-49.3865781,,ROOFTOP,,Nova Redentora,15010-100,,,Avenida José Munia,4500,Terreo
São Paulo,Valinhos,,,Brazil,,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,-22.9633173,-47.0114023,,GEOMETRIC_CENTER,,,13271-210,,,,,
São Paulo,Bragança Paulista,,,Brazil,,,SANTA CASA DE MISERICORDIA DE BRAGANCA PAULISTA,-22.9511698,-46.5433078,,ROOFTOP,,Centro,12900-480,,,Rua Coronel Assis Gonçalves,700,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL PSIQUIATRICO DE VILA MARIANA,-23.5883552,-46.6388669,,ROOFTOP,,Vila Mariana,04017-030,,,Rua Major Maragliano,241,
São Paulo,São Paulo,,,Brazil,,,CASA DE DAVID SAO PAULO,-23.4309884,-46.5690791,,ROOFTOP,,Vila Ayrosa,02284-000,,,Rodovia Fernão Dias,Km 82,
São Paulo,São Paulo,,,Brazil,,,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO,-23.4814904,-46.6724863,,ROOFTOP,,Vila Espanhola,02720-200,,,Avenida Deputado Emílio Carlos,3000,
São Paulo,São Paulo,,,Brazil,,,INST SUEL ABUJAMRA,-23.5649837,-46.6354268,,ROOFTOP,,Liberdade,01525-001,,,Rua Tamandaré,693,
São Paulo,São Paulo,,,Brazil,,,SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO,-23.5426725,-46.6489723,,ROOFTOP,,Vila Buarque,01221-020,,,Rua Doutor Cesário Mota Júnior,112,
São Paulo,,,,Brazil,,,HOSPITAL DE MISERICORDIA NOSSA SENHORA APARECIDA,-22.8505206,-45.2337229,Aparecida,GEOMETRIC_CENTER,,,12570-000,,,,,
São Paulo,Santos,,,Brazil,,,SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES,-23.9428394,-46.318038,,GEOMETRIC_CENTER,,,11013,,,Rua Doutor Silvério Fontes,,
São Paulo,Santos,,,Brazil,,,SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO,-23.9435392,-46.3773089,,ROOFTOP,,Jardim Castelo,11087-180,,,Rua Ministro Agamenon Magalhães,s/n,
,,,,,,,UNIDADE MISTA DE SAUDE DE BURI,,,,,,,,,,,,
São Paulo,Vinhedo,,,Brazil,,,SANTA CASA DE VINHEDO,-23.0341831,-46.9797969,,ROOFTOP,,Jardim Santa Rosa,13280-000,,,Avenida Independência,4705,
São Paulo,Conchas,,,Brazil,,,HOSPITAL MUNICIPAL DE CONCHAS,-23.0181824,-48.01144060000001,,ROOFTOP,,Centro,18570-000,,,Rua Alexandre José,87,
São Paulo,Jundiaí,,,Brazil,,,INSTITUTO JUNDIAIENSE LUIZ BRAILLE UNIDADE I,-23.1933026,-46.8930421,,ROOFTOP,,Anhangabaú,13208-090,,,Avenida Doutor Sebastião Mendes da Silva,539,
São Paulo,Ubatuba,,,Brazil,,,SANTA CASA DE MISERICORDIA DE UBATUBA,-23.4349357,-45.0712711,,GEOMETRIC_CENTER,,Centro,11680-000,,,,,
São Paulo,Bragança Paulista,,,Brazil,,,HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROVIDENCIA DE DEUS,-22.9807087,-46.5336811,,ROOFTOP,,Cidade Universitária,12916-542,,,Avenida São Francisco de Assis,260,
São Paulo,Mococa,,,Brazil,,,SANTA CASA DE MOCOCA MOCOCA,-21.464202,-47.006936,,ROOFTOP,,Jardim Rigobelo,13730-119,,,Praça Doutor Jeferson Ferraz,90,
São Paulo,Ribeirão Branco,,,Brazil,,,HOSPITAL MUNICIPAL MARIA ROSA CARDOSO,-24.2257176,-48.7676728,,GEOMETRIC_CENTER,,Centro,18430-000,,,Rua Capitão Elías Pereira,,
São Paulo,Franca,,,Brazil,,,SANTA CASA DE FRANCA,-20.5378899,-47.3988708,,ROOFTOP,,Centro,14400-730,,,Rua Doutor Júlio Cardoso,1826,
São Paulo,Franco da Rocha,,,Brazil,,,UNIDADE DE PRONTO ATENDIMENTO DE FRANCO DA ROCHA UPA II,-23.3333986,-46.7246709,,ROOFTOP,,Centro,07850-902,,,Avenida Liberdade,250,
São Paulo,Santos,,,Brazil,,,SECAO CENTRO DE REFERENCIA EM AIDS SECRAIDS,-23.9455093,-46.3191026,,ROOFTOP,,Vila Matias,11015-020,,,Rua Silva Jardim,94,
São Paulo,Sorocaba,,,Brazil,,,HOSPITAL EVANGELICO DE SOROCABA,-23.5047181,-47.4729634,,ROOFTOP,,Vila Jardini,18044-010,,,Rua Imperatriz Leopoldina,136,
São Paulo,Sorocaba,,,Brazil,,,HOSPITAL UNIMED DE SOROCABA DR MIGUEL VILLA NOVA SOEIRO,-23.5325204,-47.4952364,,ROOFTOP,,Parque Santa Isabel,18052-210,,,Rua Antonia Dias Petri,135,
São Paulo,Sorocaba,,,Brazil,,,SANTA CASA DE SOROCABA,-23.4992807,-47.4445202,,ROOFTOP,,Jardim Árvore Grande,18013-000,,,Avenida São Paulo,750,
Massachusetts,Suffolk County,,,United States,,,HOSPITAL DIA EM AIDS,42.3384624,-71.1053946,Boston,ROOFTOP,Medical Center Area,,02115,,,Longwood Avenue,333,Suite 650
São Paulo,Praia Grande,,,Brazil,,,COMPLEXO HOSPITALAR IRMA DULCE O S S,-24.0040874,-46.4187032,,ROOFTOP,,Boqueirão,11701-210,,,Rua Dair Borges,550,
State of São Paulo,Mirassol,,,Brazil,,,HOSP E MAT MAE DIV AMOR PROV DEUS MIRASSOL,-20.8157875,-49.5047803,Mirassol,APPROXIMATE,,,15130-000,,,,,
São Paulo,Ouroeste,,,Brazil,,,HOSPITAL JOAO VELLOSO,-20.00474,-50.3708883,,ROOFTOP,,Centro,15685-000,,,Avenida dos Bandeirantes,1026,
São Paulo,Altinópolis,,,Brazil,,,HOSPITAL DE MISERICORDIA ALTINOPOLIS,-21.0266829,-47.37591680000001,,ROOFTOP,,,14350-000,,,Avenida Doutor Alberto Crivelenti,725,
São Paulo,Jundiaí,,,Brazil,,,HOSPITAL DA CRIANCA GRENDACC,-23.1614736,-46.9113985,,ROOFTOP,,Parque da Represa,13214-550,,,Rua Olívio Boa,99,
São Paulo,Marília,,,Brazil,,,HOSPITAL SAO FRANCISCO MARILIA,-22.2466779,-49.9338849,,ROOFTOP,,Jardim Monte Castelo,17522-230,,,Rua Coronel Moreira César,475,
Minas Gerais,Belo Horizonte,,,Brazil,,,HOSPITAL PSIQUIATRICO ANDRE LUIZ,-19.9501048,-43.9800046,,ROOFTOP,,Salgado Filho,30570-000,,,Rua Úrsula Paulino,7,
São Paulo,Flórida Paulista,,,Brazil,,,SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA,-21.6202531,-51.1710184,,ROOFTOP,,Centro,17830-000,,,Avenida XV de Novembro,900,
São Paulo,Orlândia,,,Brazil,,,HOSPITAL BENEFICENTE SANTO ANTONIO ORLANDIA,-20.7238014,-47.8908987,,ROOFTOP,,Centro,14620-000,,,Rua Três,941,
São Paulo,Morro Agudo,,,Brazil,,,HOSPITAL SAO MARCOS MORRO AGUDO,-20.735806,-48.055143,,ROOFTOP,,Parque Dom Pedro,14640-000,,,Rua Sebastião Antônio Muniz,164,
São Paulo,Franco da Rocha,,,Brazil,,,COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA,-23.3366172,-46.7297178,,APPROXIMATE,,Complexo Hospitalar do Juquery,07803,,,,,
São Paulo,Santa Rosa de Viterbo,,,Brazil,,,SANTA CASA DE SANTA ROSA DE VITERBO,-21.4756385,-47.3642157,,ROOFTOP,,CENTRO,14270-000,,,Rua Doutor Henrique Dumont,582,
,,,,,,,CASA DE SAUDE SANTA EMILIA DOURADO,,,,,,,,,,,,
São Paulo,Nova Europa,,,Brazil,,,SANTA CASA DE MISERICORDIA NOVA EUROPA,-21.7777882,-48.5663885,,GEOMETRIC_CENTER,,,14920-000,,,Rua Osvaldo Pongetti,,
São Paulo,Ribeirão Bonito,,,Brazil,,,SANTA CASA DE MISERICORDIA RIBEIRAO BONITO,-22.072682,-48.176671,,ROOFTOP,,Jardim Primavera,13580-000,,,Rua Hortência,120,
São Paulo,Ilhabela,,,Brazil,,,HOSPITAL MARIO COVAS JUNIOR,-23.8233829,-45.3783486,,ROOFTOP,,Barra Velha,11630-000,,,Avenida Profº Malaquias de O. Freitas,154,
São Paulo,Paraibuna,,,Brazil,,,SANTA CASA DE PARAIBUNA,-23.3875408,-45.6606953,,ROOFTOP,,,12260-000,,,Rua Major Soares,170,
São Paulo,São José dos Campos,,,Brazil,,,SANTA CASA DE MISERICORDIA DE SAO JOSE DOS CAMPOS,-23.1857514,-45.8827015,,ROOFTOP,,Centro,12210-270,,,Rua Doutor Ivan de Souza Lopes,47,
São Paulo,Botucatu,,,Brazil,,,HOSPITAL DAS CLINICAS DE BOTUCATU,-22.8904946,-48.4741133,,GEOMETRIC_CENTER,,Parque das Cascatas,18607-741,,,Via Domingos Sartori,,
,,,,Brazil,,,HOSPITAL REGIONAL DE BOTUCATU,-22.8910512,-48.4962613,,GEOMETRIC_CENTER,,Jardim Sao Jose,18618-970,,,,,
São Paulo,Santa Maria da Serra,,,Brazil,,,HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SERRA,-22.5711925,-48.1589773,,GEOMETRIC_CENTER,,,17370-000,,,Rua Adibe Cury,,
São Paulo,Charqueada,,,Brazil,,,HOSP MAT BENEF DE CHARQUEADA,-22.502343,-47.780748,,ROOFTOP,,São Benedito,13515-000,,,Rua Osvaldo Cruz,70,
São Paulo,Capivari,,,Brazil,,,SANTA CASA DE CAPIVARI,-22.9987505,-47.4928761,,ROOFTOP,,Vila do Carmo,13360-000,,,Praça Dr. Mário Dias de Aguiar,1,
São Paulo,Casa Branca,,,Brazil,,,CENTRO DE REABILITACAO DE CASA BRANCA,-21.778942,-47.019869,,ROOFTOP,,Zona Rural,13700-000,,,"Rodovia SP-340, Km 238",s/n,
São Paulo,Tambaú,,,Brazil,,,SANTA CASA DE MISERICORDIA DE TAMBAU,-21.7039632,-47.2722644,,ROOFTOP,,Centro,13710-000,,,Rua Coronel Manoel S Meireles,40,
São Paulo,Taubaté,,,Brazil,,,HOSPITAL UNIVERSITARIO DE TAUBATE,-23.021314,-45.5567945,,ROOFTOP,,Centro,12020-130,,,Avenida Granadeiro Guimarães,270,
São Paulo,Presidente Prudente,,,Brazil,,,HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE,-22.1421974,-51.39952,,ROOFTOP,,Jardim Bongiovani,19050-390,,,Rua Marrey Júnior,84,
São Paulo,Iepê,,,Brazil,,,HOSPITAL MUNICIPAL DE IEPE,-22.6598932,-51.0791495,,ROOFTOP,,Centro,19640-000,,,Rua José Simões Filho,81,
São Paulo,Rosana,,,Brazil,,,HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA,-22.5307953,-52.9483964,,ROOFTOP,,Primavera,19274-000,,,Avenida dos Barrageiros,S/N,
São Paulo,Pirapozinho,,,Brazil,,,HOSPITAL STA MARIA DE PIRAPOZINHO,-22.277405,-51.4994932,,ROOFTOP,,,19200-000,,,Rua Tiradentes,1111,
São Paulo,Dracena,,,Brazil,,,SANTA CASA DE DRACENA,-21.4785812,-51.5371774,,ROOFTOP,,Centro,17900-000,,,Rua Virgílio Pagnozi,822,
